reference_genome	pangolin_lineage	WHO_label
hCoV-19/USA/GA-CDC-LC0029576/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0032309/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000036569/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000036635/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000037103/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000037310/2021	B.1.351.3	Beta
hCoV-19/USA/GA-CDC-STM-000034511/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000034532/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-FG-009903/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210018132/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000042130/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000042478/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0037090/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0037963/2021	B.1.351	Beta
hCoV-19/USA/GA-GPHL-0243/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0040727/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000047390/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000047633/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000048314/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-2-4195467/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-0029456/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-4075290-001/2021	B.1.351	Beta
hCoV-19/USA/GA-ROAPS-0045/2021	B.1.351	Beta
hCoV-19/USA/GA-ROAPS-0048/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000052835/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-2-4214122/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-2-4214222/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000054158/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-4075286-001/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-QDX23916491/2021	B.1.351	Beta
hCoV-19/USA/GA-GPHL-0306/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000059966/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210053608/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210069661/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000061991/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210031960/2021	B.1.351	Beta
hCoV-19/USA/GA-EHC-1056R/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210036821/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000066679/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000066464/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000067151/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210061437/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-ASC210008652/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000069687/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000071023/2021	B.1.351	Beta
hCoV-19/USA/GA-GPHL-0391/2021	B.1.351	Beta
hCoV-19/USA/GA-GPHL-0396/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-FG-035026/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0061599/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-4123249-001/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000072392/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000071272/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000073558/2021	B.1.351	Beta
hCoV-19/USA/GA-EHC-1356F/2021	B.1.351	Beta
hCoV-19/USA/GA-EHC-1435G/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000073115/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-4163038-001/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-4163040-001/2021	B.1.351	Beta
hCoV-19/USA/GA-EHC-1445Q-2/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-2-4058364/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-2-4058469/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000062584/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000039069/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000037838/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000038894/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-STM-000037844/2021	B.1.351	Beta
hCoV-19/USA/GA-CDC-LC0062538/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0062299/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0062612/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0062607/2021	B.1.1.7	Alpha
hCoV-19/otter/USA/GA-21-011485-003/2021	B.1.1.7	Alpha
hCoV-19/otter/USA/GA-21-011485-007/2021	B.1.1.7	Alpha
hCoV-19/otter/USA/GA-21-011485-009/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-GPHL-0696/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-ASC210113977/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-ASC210160704/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-MMB09386047/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-GPHL-0830/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-GPHL-0831/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-GPHL-0937/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-MMB09357455/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0138171/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0138669/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-GPHL-1093/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4238055-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1492L/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1522P/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0184675/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-ASC210183834/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4193209-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4201210-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4193205-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4193201-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4232823-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-ASC210243962/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1590F/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1588D/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1594J/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1568J/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-LC0134379/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-QDX26826192/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4216692-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-4211667-001/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1278F/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-1288P/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-MMB09474076/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-MMB09505331/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000029252/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000021160/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000008646/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000704431/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000704532/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000704642/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000704661/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000705051/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-CDC-STM-000714816/2021	B.1.1.7	Alpha
hCoV-19/USA/GA-EHC-4902N/2022	BA.5	Omicron_BA.5
hCoV-19/USA/GA-EHC-5633A/2022	BA.5	Omicron_BA.5
hCoV-19/USA/GA-ASC-210831324/2022	BA.5.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5893Q/2022	BA.5.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5772P/2022	BA.5.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-4642N/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5288J/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5057M/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-Curative-450602/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5277Y/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5345O/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5517E/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5615M/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5695C/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5865S/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5548F/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5557O/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6014V/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6015W/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6081K/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5691Y/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5760H/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6157I/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6227A/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6304Z/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-6237K/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5619Q/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5620R/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-5627U/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-ROAPS-0986/2022	BA.5.2.1	Omicron_BA.5
hCoV-19/USA/GA-EHC-4778T/2022	BA.5.5	Omicron_BA.5
hCoV-19/USA/GA-EHC-5426R/2022	BA.5.5	Omicron_BA.5
hCoV-19/USA/GA-ASC-210829992/2022	BA.5.5	Omicron_BA.5
hCoV-19/USA/GA-ASC-210803750/2022	BA.5.5	Omicron_BA.5
hCoV-19/USA/TX-TAMGHRC-L-73195-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73195B-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72510-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39516/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39565/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39608/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39828/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39939/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39955/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-CHI-952000/2021	BA.1	Omicron_BA.1
hCoV-19/USA/TX-HMH-MCoV-87620/2021	BA.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000323068/2022	BA.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325777/2022	BA.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000327133/2022	BA.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000327137/2022	BA.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000327519/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73316-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73334-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-GHRC-JRB-13-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73385-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73711-22R/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-SJH-275422/2022	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01118/2022	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01223/2022	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01328/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01376/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01444/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01449/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01513/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01656/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-CAT01692/2021	BA.1	Omicron_BA.1
hCoV-19/USA/TX-UTEP-B002474827/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-UTEP-B002473293/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-UTEP-B002477765/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MO-USAMRIID-0064/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MO-USAMRIID-0062/2022	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002391/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002419/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002471/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002511/2021	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38183/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002578/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-BP226/2022	BA.1	Omicron_BA.1
hCoV-19/USA/NY-URMC-21122923-1/2021	BA.1	Omicron_BA.1
hCoV-19/USA/DE-Curative-177187/2022	BA.1	Omicron_BA.1
hCoV-19/USA/CA-Curative-752142273441/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38766/2022	BA.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38785/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72106-21R/2021	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72257-21R/2021	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72531-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73158-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72675-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72833-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73200-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73149-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73030-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39522/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39551/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-SJH_132945/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-GHRC_TC41/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39867/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39870/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39931/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39996/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CO_NOeyur_20220111/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC40136/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC40137/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC40189/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC40192/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000322258/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000323178/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325375/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325663/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325717/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325721/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000325991/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000326652/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000326767/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000327538/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-3000342358/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002507/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002484/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002530/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002561/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002612/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38236/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-Curative-195368/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/DE-Curative-127023/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-Curative-169502/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-BP268/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-BP308/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38536/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002776/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38685/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38825/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38831/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC38858/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/MI-MDHHS-SC39192/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72368-22R/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-SJH_129928/2022	BA.1	Omicron_BA.1
hCoV-19/USA/DE-Curative-177187/2022	BA.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-72062-21R/2021	BA.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002274/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002343/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002347/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/MS-BIE-LSUH002358/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/LA-BIE-LSUH002376/2021	BA.1.1	Omicron_BA.1
hCoV-19/USA/TX-TAMGHRC-L-73256-22R/2022	BA.2	Omicron_BA.2
hCoV-19/USA/MI-MDHHS-SC39946/2022	BA.2	Omicron_BA.2
hCoV-19/USA/MI-MDHHS-SC40219/2022	BA.2	Omicron_BA.2
hCoV-19/USA/WA-UW-22060940707/2022	BA.2	Omicron_BA.2
hCoV-19/USA/PA-Curative-496734/2022	BA.2	Omicron_BA.2
hCoV-19/USA/MI-MDHHS-SC25096/2021	B.1.351	Beta
hCoV-19/USA/WI-WSLH-213165/2021	B.1.351	Beta
hCoV-19/USA/OR-TRACE-LINN-033021-466/2021	B.1.351	Beta
hCoV-19/USA/WA-UW-21042271709/2021	B.1.351	Beta
hCoV-19/USA/CA-CDPH-3000006761/2021	B.1.351	Beta
hCoV-19/USA/TX-TCH-TCMC03115/2021	P.1	Gamma
hCoV-19/USA/WI-WSLH-213664/2021	P.1	Gamma
hCoV-19/USA/CA-CDPH-3000007215/2021	P.1	Gamma
hCoV-19/USA/NY-WMC2021-54/2021	P.1	Gamma
hCoV-19/USA/CA-CDPH-3000130472/2021	P.1	Gamma
hCoV-19/USA/FL-Shands-VTM-53/2021	B.1.427	Epsilon
hCoV-19/USA/CA-ALSR-5090/2020	B.1.427	Epsilon
hCoV-19/USA/CA-CHLA-PLM84336997/2020	B.1.427	Epsilon
hCoV-19/USA/WA-UW-46966/2020	B.1.427	Epsilon
hCoV-19/USA/WY-WPHL-20172467/2020	B.1.427	Epsilon
hCoV-19/USA/FL-STP-Saliva-412-VAC/2021	B.1.429	Epsilon
hCoV-19/USA/CA-ALSR-5112/2020	B.1.429	Epsilon
hCoV-19/USA/CA-LACPHL-AF00003/2020	B.1.429	Epsilon
hCoV-19/USA/CA-CZB-14781/2020	B.1.429	Epsilon
hCoV-19/USA/UT-UPHL-2012501214/2020	B.1.429	Epsilon
hCoV-19/USA/NY-P13D5/2021	B.1.525	Eta
hCoV-19/USA/MI-MDHHS-SC23727/2021	B.1.526	Iota
hCoV-19/USA/AZ-ASU4262/2021	B.1.526	Iota
hCoV-19/USA/WI-GMF-B00437/2021	B.1.526	Iota
hCoV-19/USA/DE-DHSS-B1084257/2021	B.1.526	Iota
hCoV-19/USA/NY-WMC2021-15/2021	B.1.526	Iota
hCoV-19/USA/CA-Stanford-12_S42/2021	B.1.617.1	Delta
hCoV-19/USA/TX-TCH-TCMC0421021/2021	B.1.617.1	Delta
hCoV-19/USA/CA-CZB-30484/2021	B.1.617.1	Delta
hCoV-19/USA/WA-UW-21041984889/2021	B.1.617.1	Delta
hCoV-19/USA/CA-CDPH-3000006742/2021	B.1.617.1	Delta
hCoV-19/USA/TX-HMH-MCoV-49453/2020	B.1.617.3	Delta
hCoV-19/USA/FL-Path-Saliva-872/2021	P.2	Zeta
hCoV-19/USA/VA-DCLS-2187/2020	P.2	Zeta
hCoV-19/USA/GA-EHC-458R/2021	P.2	Zeta
hCoV-19/USA/IL-NM5863/2021	P.2	Zeta
hCoV-19/USA/VA-DCLS-2375/2020	P.2	Zeta
hCoV-19/USA/NY-PRL-2021_03_02_00F22/2021	B.1.621	Mu
hCoV-19/USA/TX-TCH-TCMC00443-0421/2021	B.1.621	Mu
hCoV-19/USA/CO-CDPHE-2100938243/2021	B.1.621	Mu
hCoV-19/USA/GA-GPHL-0610/2021	B.1.621	Mu
hCoV-19/USA/MI-MDHHS-SC32153/2021	B.1.621	Mu
hCoV-19/USA/CA-CZB-29195/2021	B.1.621.1	Mu
hCoV-19/USA/LA-BIE-LSUH001328/2021	B.1.621.1	Mu
hCoV-19/USA/TX-TCH-TCMC00652-0721/2021	B.1.621.1	Mu
hCoV-19/USA/CA-CDPH-3000129332/2021	B.1.621.1	Mu
hCoV-19/USA/NY-P12C1/2021	B.1.621.1	Mu
hCoV-19/USA/WA-UW-21042164481/2021	B.1.617.2	Delta
hCoV-19/USA/MN-UMGC-4018/2021	B.1.617.2	Delta
hCoV-19/USA/MD-MDH-2732/2021	B.1.617.2	Delta
hCoV-19/USA/FL-CDC-ASC210153974/2021	B.1.617.2	Delta
hCoV-19/USA/LA-BIE-LSUH001398/2021	B.1.617.2	Delta
hCoV-19/USA/MN-MDH-6587/2021	B.1.1.7	Alpha
hCoV-19/USA/MN-MDH-6597/2021	B.1.1.7	Alpha
hCoV-19/USA/NY-P13A4/2021	B.1.1.7	Alpha
hCoV-19/USA/ND-NDDH-21667/2021	AY.103	Delta
hCoV-19/USA/ND-NDDH-21668/2021	AY.83	Delta
hCoV-19/USA/NC-NCSU-CORVASEQ-082521R34A7/2021	AY.39	Delta
hCoV-19/USA/NC-NCSU-CORVASEQ-091621R24E8/2021	AY.103	Delta
hCoV-19/USA/NC-NCSU-CORVASEQ-101921R24B11/2021	AY.44	Delta
hCoV-19/USA/OK-OKPHLCOV0009514/2022	BA.1	Omicron_BA.1
hCoV-19/USA/OK-OKPHLCOV0009402/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/OK-OKPHLCOV0009337/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/OK-OKPHL0012230/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/AZ-ASU95961/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/CA-CDPH-UC2/2020	B	wh1
hCoV-19/USA/FL_9590/2020	B	wh1
hCoV-19/USA/VA-DCLS-0056/2020	B 	wh1
hCoV-19/USA/AZ-TG268188/2020	B 	wh1
hCoV-19/USA/NY-WCMP12B04P/2020	B 	wh1
hCoV-19/USA/CA-CDPH-6000009937/2021	AY.2	Delta
hCoV-19/USA/CA-CDPH-N3505156/2021	AY.2	Delta
hCoV-19/USA/CA-CDPH-N3615058/2021	AY.2	Delta
hCoV-19/USA/TN-VUMC-SDL-SBP_8190-MS-1_0400/2021	AY.2	Delta
hCoV-19/USA/TX-KVI27200/2021	AY.2	Delta
hCoV-19/USA/NE-COPH-21979/2021	B.1.1.7	Alpha
hCoV-19/USA/NE-COPH-22289/2021	B.1.1.7	Alpha
hCoV-19/USA/CA-HLX-STM-K7FXMGFGA/2022	B.1.1.529	Omicron_BA.1
hCoV-19/USA/CA-HLX-STM-FUHDGYZTF/2022	B.1.1.529	Omicron_BA.1
hCoV-19/USA/CA-HLX-STM-U9GJCPXX7/2022	B.1.1.529	Omicron_BA.1
hCoV-19/USA/CA-HLX-STM-YB8VHUGYG/2022	B.1.1.529	Omicron_BA.1
hCoV-19/USA/CA-CDC-QDX45210011/2023	B.1.1.529	Omicron_BA.1
hCoV-19/USA/OK-PHL-0023373/2022	BA.1	Omicron_BA.1
hCoV-19/USA/SC-784AA0B9BEE/2021	BA.1	Omicron_BA.1
hCoV-19/USA/NY-URMC-L7RXA015-1/2022	BA.1	Omicron_BA.1
hCoV-19/USA/WI-OKPHL0023034/2022	BA.1.1	Omicron_BA.1
hCoV-19/USA/WI-SMPH-0000352/2022	BA.2	Omicron_BA.2
